index,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Platform_Unified
3475,2012.0,Sports,0.16,0.32,0.02,0.08,0.58,79.0,45.0,7.2,79.0,E,Sony
3488,2011.0,Action,0.35,0.18,0.0,0.05,0.57,76.0,4.0,8.3,6.0,E10+,Nintendo
3495,2013.0,Shooter,0.33,0.19,0.0,0.05,0.57,75.0,18.0,6.3,203.0,M,Microsoft
3499,2012.0,Strategy,0.24,0.23,0.0,0.1,0.57,89.0,20.0,8.2,296.0,M,Sony
3503,2011.0,Action,0.32,0.2,0.0,0.05,0.57,82.0,8.0,4.9,62.0,E10+,Nintendo
3508,2016.0,Shooter,0.37,0.15,0.0,0.05,0.57,87.0,31.0,8.0,261.0,M,Microsoft
3517,2010.0,Misc,0.43,0.08,0.0,0.05,0.57,91.0,34.0,8.0,95.0,T,Sony
3522,2014.0,Sports,0.29,0.23,0.0,0.05,0.57,56.0,25.0,5.7,63.0,T,Microsoft
3527,2013.0,Shooter,0.38,0.14,0.0,0.05,0.57,60.0,27.0,7.2,249.0,M,Microsoft
3528,2011.0,Role-Playing,0.27,0.11,0.14,0.05,0.57,80.0,39.0,7.8,126.0,T,Sony
3531,2012.0,Shooter,0.26,0.21,0.0,0.1,0.57,67.0,16.0,6.4,107.0,M,Sony
3534,2011.0,Action,0.1,0.11,0.29,0.06,0.57,74.0,4.0,6.3,8.0,E,Sony
3537,2015.0,Misc,0.27,0.25,0.0,0.05,0.57,73.0,7.0,6.9,11.0,E10+,Nintendo
3538,2011.0,Action,0.37,0.14,0.0,0.05,0.57,66.0,31.0,5.3,13.0,E10+,Microsoft
3546,2012.0,Role-Playing,0.32,0.0,0.21,0.03,0.57,78.0,33.0,8.1,122.0,E10+,Nintendo
3557,2014.0,Shooter,0.22,0.3,0.0,0.04,0.56,86.0,29.0,6.2,1727.0,M,
3566,2011.0,Shooter,0.25,0.26,0.0,0.06,0.56,76.0,57.0,7.8,232.0,M,Microsoft
3603,2010.0,Puzzle,0.33,0.16,0.02,0.05,0.56,72.0,19.0,5.8,4.0,E,Nintendo
3605,2012.0,Action,0.21,0.17,0.09,0.08,0.56,83.0,73.0,8.5,625.0,T,Sony
3606,2016.0,Action,0.3,0.2,0.01,0.05,0.56,77.0,106.0,6.8,1659.0,M,Microsoft
3612,2011.0,Role-Playing,0.13,0.09,0.27,0.06,0.56,77.0,41.0,7.5,80.0,E10+,Sony
3617,2010.0,Simulation,0.25,0.05,0.22,0.03,0.55,68.0,6.0,7.5,13.0,E,Nintendo
3620,2011.0,Action,0.39,0.08,0.02,0.06,0.55,84.0,58.0,8.4,208.0,M,Sony
3625,2010.0,Action,0.24,0.22,0.01,0.09,0.55,80.0,53.0,7.4,312.0,T,Sony
3630,2015.0,Misc,0.3,0.2,0.0,0.05,0.55,81.0,21.0,5.1,69.0,T,Microsoft
3641,2011.0,Sports,0.15,0.11,0.25,0.05,0.55,76.0,55.0,8.1,77.0,E,Sony
3645,2015.0,Action,0.13,0.24,0.1,0.07,0.55,75.0,30.0,7.7,284.0,M,Sony
3649,2011.0,Platform,0.21,0.27,0.0,0.06,0.55,92.0,13.0,8.3,127.0,E10+,Nintendo
3652,2014.0,Action,0.18,0.33,0.0,0.04,0.55,70.0,10.0,3.0,1463.0,M,
3653,2011.0,Racing,0.37,0.13,0.0,0.04,0.55,63.0,43.0,7.2,24.0,E,Microsoft
3657,2010.0,Action,0.01,0.45,0.0,0.09,0.55,86.0,22.0,6.9,1611.0,M,
3679,2013.0,Platform,0.35,0.12,0.0,0.08,0.54,75.0,69.0,8.3,343.0,E10+,Sony
3682,2012.0,Shooter,0.19,0.23,0.04,0.08,0.54,77.0,27.0,8.0,350.0,M,Sony
3684,2013.0,Sports,0.28,0.17,0.0,0.09,0.54,80.0,22.0,6.0,79.0,E10+,Sony
3685,2013.0,Racing,0.01,0.42,0.03,0.09,0.54,77.0,22.0,6.3,40.0,E,Sony
3696,2012.0,Platform,0.12,0.33,0.0,0.09,0.54,88.0,54.0,8.4,298.0,E10+,Sony
3699,2010.0,Action,0.3,0.19,0.0,0.05,0.54,82.0,72.0,7.8,295.0,T,Microsoft
3702,2012.0,Sports,0.24,0.21,0.0,0.08,0.54,75.0,14.0,5.7,9.0,E,Sony
3703,2010.0,Action,0.11,0.04,0.36,0.02,0.54,58.0,18.0,7.5,20.0,T,Sony
3711,2010.0,Sports,0.23,0.25,0.0,0.06,0.54,84.0,29.0,8.3,23.0,E,Nintendo
3713,2010.0,Shooter,0.22,0.23,0.03,0.05,0.54,77.0,83.0,7.9,351.0,M,Microsoft
3718,2014.0,Role-Playing,0.16,0.07,0.28,0.02,0.54,69.0,57.0,7.0,87.0,E10+,Nintendo
3725,2011.0,Fighting,0.39,0.1,0.01,0.04,0.54,55.0,24.0,5.8,52.0,T,Microsoft
3727,2011.0,Role-Playing,0.4,0.07,0.03,0.03,0.54,67.0,50.0,6.6,140.0,M,Microsoft
3733,2013.0,Sports,0.4,0.09,0.0,0.05,0.54,81.0,30.0,5.9,92.0,E10+,Microsoft
3738,2010.0,Action,0.22,0.27,0.0,0.05,0.54,41.0,8.0,5.0,11.0,T,Nintendo
3741,2010.0,Shooter,0.18,0.2,0.07,0.08,0.54,58.0,49.0,5.9,15.0,T,Sony
3748,2015.0,Action,0.3,0.18,0.0,0.05,0.53,62.0,5.0,6.5,29.0,E10+,Nintendo
3749,2010.0,Role-Playing,0.12,0.15,0.18,0.09,0.53,83.0,54.0,8.1,67.0,T,Sony
3752,2010.0,Fighting,0.3,0.15,0.03,0.05,0.53,85.0,62.0,8.8,85.0,T,Nintendo
3758,2010.0,Role-Playing,0.15,0.07,0.27,0.05,0.53,87.0,49.0,8.8,102.0,T,Sony
3760,2013.0,Role-Playing,0.25,0.07,0.17,0.05,0.53,82.0,62.0,8.3,288.0,T,Sony
3767,2014.0,Misc,0.35,0.13,0.0,0.05,0.53,70.0,17.0,7.5,20.0,E10+,Microsoft
3769,2014.0,Action,0.35,0.13,0.0,0.05,0.53,69.0,18.0,6.9,49.0,E10+,Microsoft
3771,2016.0,Shooter,0.25,0.24,0.0,0.04,0.53,91.0,62.0,6.8,4052.0,T,
3791,2015.0,Strategy,0.19,0.29,0.0,0.04,0.53,88.0,62.0,8.3,833.0,T,
3793,2010.0,Racing,0.11,0.26,0.02,0.14,0.53,73.0,22.0,7.7,22.0,E,Sony
3803,2011.0,Action,0.16,0.28,0.0,0.09,0.53,91.0,27.0,8.6,1847.0,T,
3812,2011.0,Shooter,0.23,0.2,0.01,0.08,0.53,83.0,57.0,7.7,288.0,M,Sony
3818,2011.0,Misc,0.25,0.19,0.0,0.08,0.52,66.0,11.0,8.4,16.0,E10+,Sony
3825,2010.0,Sports,0.28,0.19,0.0,0.05,0.52,79.0,51.0,7.8,19.0,E,Microsoft
3835,2011.0,Misc,0.39,0.09,0.0,0.04,0.52,79.0,26.0,6.9,22.0,E,Microsoft
3840,2015.0,Action,0.27,0.19,0.02,0.04,0.52,71.0,5.0,8.1,14.0,E10+,Nintendo
3845,2015.0,Action,0.18,0.25,0.0,0.08,0.52,61.0,33.0,3.7,78.0,E,Sony
3846,2010.0,Misc,0.09,0.31,0.0,0.11,0.52,65.0,21.0,3.9,8.0,T,Sony
3848,2014.0,Role-Playing,0.18,0.24,0.02,0.08,0.52,68.0,45.0,6.6,425.0,M,Sony
3858,2015.0,Platform,0.22,0.13,0.12,0.04,0.52,73.0,72.0,8.0,227.0,E,Nintendo
3878,2010.0,Role-Playing,0.13,0.07,0.27,0.05,0.51,71.0,56.0,6.1,113.0,M,Sony
3882,2012.0,Action,0.32,0.15,0.0,0.04,0.51,59.0,35.0,5.5,22.0,E,Microsoft
3892,2013.0,Role-Playing,0.15,0.08,0.22,0.06,0.51,77.0,71.0,8.2,298.0,M,Sony
3894,2011.0,Role-Playing,0.35,0.11,0.0,0.06,0.51,67.0,46.0,7.4,139.0,T,Sony
3899,2013.0,Shooter,0.28,0.15,0.0,0.08,0.51,34.0,14.0,3.6,196.0,M,Sony
3900,2010.0,Sports,0.47,0.0,0.0,0.04,0.51,76.0,26.0,7.6,38.0,E,Microsoft
3901,2010.0,Adventure,0.25,0.21,0.0,0.05,0.51,69.0,18.0,7.4,13.0,E10+,Nintendo
3909,2014.0,Shooter,0.22,0.24,0.0,0.04,0.51,78.0,24.0,7.8,314.0,M,Microsoft
3921,2013.0,Fighting,0.29,0.16,0.01,0.05,0.51,70.0,16.0,7.7,67.0,T,Microsoft
3934,2012.0,Sports,0.29,0.18,0.0,0.04,0.51,77.0,47.0,5.6,39.0,E,Microsoft
3961,2011.0,Action,0.1,0.34,0.0,0.07,0.5,78.0,36.0,6.6,55.0,E,Microsoft
3965,2012.0,Shooter,0.25,0.13,0.04,0.07,0.5,71.0,60.0,7.5,169.0,T,Sony
3966,2010.0,Strategy,0.18,0.22,0.02,0.08,0.5,76.0,37.0,7.3,50.0,T,Sony
3967,2012.0,Misc,0.22,0.07,0.18,0.02,0.5,78.0,60.0,7.8,113.0,E10+,Nintendo
3969,2011.0,Shooter,0.25,0.2,0.0,0.05,0.5,72.0,56.0,6.0,96.0,T,Microsoft
3980,2012.0,Sports,0.47,0.0,0.0,0.03,0.5,68.0,19.0,6.4,22.0,E,Microsoft
4005,2011.0,Adventure,0.27,0.14,0.04,0.04,0.5,70.0,67.0,8.1,157.0,M,Microsoft
4008,2011.0,Racing,0.19,0.15,0.12,0.03,0.49,75.0,59.0,7.2,56.0,E,Nintendo
4013,2011.0,Action,0.26,0.15,0.05,0.04,0.49,55.0,57.0,5.5,31.0,E,Nintendo
4017,2012.0,Racing,0.1,0.34,0.0,0.05,0.49,84.0,42.0,6.9,56.0,E,Microsoft
4022,2011.0,Fighting,0.27,0.1,0.07,0.05,0.49,58.0,34.0,7.2,46.0,T,Sony
4025,2013.0,Platform,0.24,0.14,0.07,0.03,0.49,59.0,34.0,6.5,144.0,E10+,Nintendo
4033,2016.0,Shooter,0.2,0.21,0.0,0.08,0.49,81.0,29.0,7.7,111.0,E10+,Sony
4035,2011.0,Action,0.3,0.12,0.03,0.04,0.49,78.0,71.0,6.2,82.0,T,Microsoft
4039,2011.0,Action,0.16,0.16,0.13,0.03,0.49,65.0,69.0,6.4,110.0,M,Nintendo
4051,2014.0,Misc,0.18,0.12,0.16,0.03,0.49,76.0,22.0,7.7,19.0,E,Nintendo
4055,2010.0,Shooter,0.2,0.23,0.0,0.06,0.49,72.0,26.0,6.4,516.0,M,
4056,2011.0,Racing,0.27,0.16,0.02,0.04,0.49,43.0,37.0,4.4,24.0,E10+,Nintendo
4068,2011.0,Action,0.31,0.09,0.05,0.03,0.49,58.0,55.0,6.3,29.0,E10+,Nintendo
4069,2015.0,Role-Playing,0.17,0.1,0.18,0.03,0.49,81.0,70.0,7.4,103.0,T,Nintendo
4086,2015.0,Action,0.25,0.19,0.0,0.04,0.48,87.0,13.0,5.6,65.0,E10+,Nintendo
4091,2011.0,Racing,0.21,0.19,0.0,0.08,0.48,77.0,74.0,7.7,155.0,T,Sony
4095,2016.0,Shooter,0.29,0.15,0.0,0.04,0.48,80.0,64.0,8.1,79.0,E10+,Microsoft
4096,2014.0,Sports,0.15,0.13,0.17,0.03,0.48,78.0,73.0,8.2,76.0,E,Nintendo
4105,2012.0,Action,0.31,0.12,0.02,0.04,0.48,70.0,64.0,7.0,260.0,M,Microsoft
4109,2013.0,Action,0.3,0.14,0.0,0.04,0.48,82.0,46.0,7.8,358.0,M,Microsoft
4117,2015.0,Sports,0.38,0.05,0.0,0.05,0.48,80.0,18.0,6.0,81.0,E10+,Microsoft
4120,2011.0,Misc,0.25,0.03,0.17,0.02,0.48,68.0,42.0,7.5,24.0,E,Nintendo
4137,2012.0,Shooter,0.28,0.15,0.0,0.04,0.47,67.0,30.0,6.5,132.0,M,Microsoft
4141,2015.0,Misc,0.38,0.04,0.0,0.05,0.47,79.0,27.0,6.4,54.0,T,Microsoft
4143,2010.0,Shooter,0.2,0.23,0.0,0.05,0.47,62.0,66.0,7.1,63.0,T,Microsoft
4145,2012.0,Fighting,0.31,0.1,0.03,0.04,0.47,83.0,45.0,4.4,177.0,T,Microsoft
4148,2014.0,Action,0.08,0.36,0.0,0.03,0.47,87.0,49.0,5.9,1154.0,T,
4153,2012.0,Action,0.17,0.27,0.0,0.04,0.47,69.0,28.0,6.2,49.0,E,Nintendo
4171,2012.0,Action,0.21,0.18,0.0,0.08,0.47,59.0,36.0,4.3,24.0,E,Sony
4183,2010.0,Action,0.37,0.01,0.07,0.02,0.47,48.0,26.0,6.8,13.0,E,Nintendo
4197,2011.0,Action,0.28,0.13,0.01,0.04,0.47,54.0,56.0,7.8,44.0,M,Microsoft
4198,2014.0,Sports,0.3,0.12,0.0,0.04,0.47,70.0,23.0,6.3,152.0,T,Microsoft
4206,2012.0,Action,0.2,0.04,0.21,0.02,0.46,81.0,14.0,7.6,22.0,E,Nintendo
4209,2015.0,Action,0.09,0.22,0.1,0.06,0.46,74.0,34.0,7.4,118.0,T,Sony
4211,2010.0,Sports,0.09,0.22,0.03,0.12,0.46,69.0,11.0,7.4,9.0,E,Sony
4213,2011.0,Role-Playing,0.26,0.1,0.06,0.05,0.46,70.0,28.0,7.0,65.0,M,Sony
4222,2010.0,Simulation,0.0,0.29,0.0,0.17,0.46,74.0,25.0,7.3,51.0,T,
4237,2011.0,Racing,0.24,0.15,0.0,0.07,0.46,61.0,41.0,6.7,11.0,E,Sony
4247,2010.0,Racing,0.17,0.23,0.0,0.05,0.46,50.0,8.0,3.7,18.0,E10+,Nintendo
4253,2012.0,Action,0.21,0.15,0.04,0.06,0.46,64.0,41.0,6.9,262.0,M,Sony
4274,2013.0,Misc,0.3,0.11,0.0,0.04,0.45,71.0,6.0,7.0,58.0,E10+,Microsoft
4283,2014.0,Action,0.2,0.21,0.0,0.04,0.45,70.0,4.0,8.7,11.0,E10+,Microsoft
4289,2012.0,Action,0.21,0.14,0.01,0.09,0.45,75.0,15.0,7.5,221.0,T,Sony
4314,2011.0,Sports,0.4,0.03,0.0,0.03,0.45,69.0,27.0,6.8,24.0,E,Microsoft
4324,2011.0,Shooter,0.2,0.15,0.03,0.07,0.45,71.0,52.0,7.3,58.0,M,Sony
4351,2011.0,Shooter,0.21,0.16,0.01,0.07,0.45,74.0,48.0,7.1,103.0,M,Sony
4356,2010.0,Action,0.21,0.2,0.0,0.04,0.45,38.0,42.0,5.0,46.0,T,Microsoft
4358,2016.0,Sports,0.02,0.27,0.11,0.05,0.45,85.0,61.0,7.6,478.0,E,Sony
4361,2011.0,Fighting,0.13,0.21,0.07,0.03,0.45,79.0,62.0,8.2,113.0,T,Nintendo
4364,2014.0,Shooter,0.13,0.29,0.0,0.03,0.45,81.0,23.0,8.2,1647.0,M,
4365,2013.0,Action,0.23,0.14,0.0,0.08,0.45,61.0,27.0,7.2,221.0,M,Sony
4368,2014.0,Action,0.15,0.26,0.0,0.03,0.45,77.0,18.0,4.7,3288.0,M,
4371,2011.0,Shooter,0.3,0.11,0.01,0.04,0.45,75.0,71.0,7.0,139.0,M,Microsoft
4372,2010.0,Misc,0.42,0.0,0.0,0.03,0.45,78.0,13.0,8.0,4.0,E,Nintendo
4375,2011.0,Shooter,0.13,0.23,0.0,0.08,0.44,70.0,46.0,7.4,162.0,M,Sony
4387,2015.0,Sports,0.13,0.15,0.14,0.02,0.44,58.0,58.0,5.3,133.0,E,Nintendo
4388,2011.0,Sports,0.09,0.24,0.03,0.08,0.44,69.0,49.0,6.6,28.0,E,Sony
4390,2012.0,Fighting,0.26,0.14,0.01,0.04,0.44,74.0,35.0,7.2,47.0,T,Microsoft
4392,2014.0,Action,0.19,0.18,0.0,0.07,0.44,78.0,46.0,5.6,32.0,E10+,Sony
4426,2012.0,Action,0.28,0.12,0.0,0.04,0.44,79.0,52.0,8.3,160.0,T,Microsoft
4427,2010.0,Shooter,0.17,0.13,0.06,0.08,0.44,74.0,51.0,8.0,20.0,T,Sony
4435,2013.0,Action,0.26,0.12,0.01,0.04,0.44,86.0,65.0,5.1,1438.0,M,Microsoft
4438,2012.0,Action,0.0,0.28,0.05,0.11,0.44,57.0,9.0,4.1,89.0,E,Sony
4454,2011.0,Shooter,0.28,0.12,0.0,0.04,0.44,84.0,81.0,7.7,95.0,E10+,Microsoft
4457,2010.0,Action,0.26,0.12,0.0,0.05,0.44,74.0,57.0,7.5,96.0,T,Sony
4471,2012.0,Action,0.19,0.09,0.11,0.05,0.43,58.0,43.0,5.0,152.0,M,Sony
4480,2011.0,Puzzle,0.2,0.13,0.06,0.03,0.43,74.0,33.0,6.8,28.0,E,Nintendo
4481,2015.0,Shooter,0.26,0.13,0.0,0.04,0.43,80.0,11.0,7.8,119.0,M,Microsoft
4490,2014.0,Fighting,0.15,0.14,0.09,0.06,0.43,73.0,26.0,7.5,100.0,T,Sony
4491,2010.0,Action,0.18,0.18,0.0,0.07,0.43,43.0,31.0,5.5,49.0,T,Sony
4493,2013.0,Action,0.26,0.13,0.0,0.04,0.43,62.0,49.0,7.4,368.0,M,Microsoft
4494,2014.0,Action,0.23,0.17,0.0,0.04,0.43,74.0,25.0,7.1,36.0,E10+,Microsoft
4495,2014.0,Sports,0.35,0.0,0.0,0.08,0.43,81.0,26.0,6.8,79.0,E,Sony
4496,2012.0,Action,0.28,0.11,0.01,0.03,0.43,77.0,32.0,8.4,93.0,M,Microsoft
4497,2010.0,Role-Playing,0.22,0.09,0.07,0.04,0.43,45.0,31.0,7.0,148.0,T,Sony
4505,2013.0,Shooter,0.22,0.14,0.0,0.08,0.43,74.0,12.0,6.2,181.0,M,Sony
4517,2010.0,Adventure,0.21,0.06,0.13,0.02,0.43,82.0,48.0,7.9,53.0,E10+,Nintendo
4519,2013.0,Role-Playing,0.23,0.12,0.04,0.04,0.43,47.0,14.0,6.0,24.0,E10+,Nintendo
4520,2012.0,Misc,0.26,0.11,0.0,0.06,0.43,77.0,5.0,7.1,29.0,E10+,Sony
4526,2012.0,Shooter,0.16,0.22,0.0,0.05,0.43,87.0,30.0,7.6,2202.0,M,
4530,2010.0,Role-Playing,0.19,0.17,0.0,0.07,0.43,64.0,49.0,6.9,117.0,M,Sony
4534,2013.0,Platform,0.19,0.2,0.0,0.04,0.43,90.0,35.0,8.2,217.0,E10+,Microsoft
4550,2014.0,Sports,0.15,0.25,0.0,0.03,0.42,74.0,29.0,4.4,93.0,E,Microsoft
4552,2010.0,Role-Playing,0.12,0.06,0.21,0.03,0.42,74.0,19.0,6.7,109.0,T,Sony
4576,2013.0,Action,0.16,0.17,0.0,0.1,0.42,61.0,38.0,6.8,106.0,T,Sony
4577,2012.0,Simulation,0.21,0.07,0.09,0.05,0.42,73.0,27.0,8.0,42.0,M,Sony
4579,2010.0,Sports,0.23,0.15,0.01,0.04,0.42,70.0,19.0,6.7,11.0,E,Nintendo
4585,2014.0,Racing,0.13,0.22,0.01,0.07,0.42,79.0,51.0,7.2,244.0,E10+,Sony
4616,2010.0,Action,0.23,0.15,0.0,0.04,0.42,59.0,11.0,7.0,4.0,E10+,Nintendo
4618,2014.0,Simulation,0.0,0.14,0.27,0.01,0.42,76.0,39.0,8.2,54.0,E10+,Nintendo
4634,2012.0,Shooter,0.21,0.17,0.0,0.04,0.42,76.0,59.0,8.2,319.0,M,Microsoft
4636,2016.0,Role-Playing,0.2,0.14,0.05,0.03,0.42,75.0,72.0,6.8,208.0,E,Nintendo
4638,2010.0,Shooter,0.19,0.16,0.03,0.04,0.42,84.0,70.0,8.4,182.0,M,Microsoft
4640,2010.0,Action,0.27,0.09,0.0,0.05,0.42,58.0,47.0,6.2,28.0,T,Sony
4649,2013.0,Action,0.0,0.0,0.42,0.0,0.42,46.0,22.0,4.5,34.0,M,Nintendo
4653,2015.0,Misc,0.19,0.11,0.09,0.03,0.41,46.0,20.0,4.4,173.0,E,Nintendo
4656,2013.0,Misc,0.19,0.16,0.0,0.07,0.41,75.0,4.0,5.5,51.0,E10+,Sony
4668,2016.0,Sports,0.24,0.14,0.0,0.04,0.41,76.0,42.0,6.0,77.0,T,Microsoft
4676,2016.0,Simulation,0.05,0.31,0.0,0.06,0.41,69.0,17.0,8.7,12.0,E,Sony
4680,2010.0,Action,0.21,0.12,0.03,0.05,0.41,70.0,30.0,6.8,19.0,T,Sony
4685,2013.0,Action,0.07,0.2,0.09,0.05,0.41,81.0,12.0,7.9,70.0,T,Sony
4686,2015.0,Action,0.22,0.15,0.0,0.04,0.41,80.0,12.0,6.9,27.0,E10+,Microsoft
4687,2010.0,Sports,0.0,0.27,0.0,0.14,0.41,77.0,5.0,7.7,6.0,E,Sony
4691,2014.0,Sports,0.31,0.06,0.0,0.04,0.41,59.0,22.0,3.2,180.0,E10+,Microsoft
4693,2016.0,Shooter,0.22,0.15,0.0,0.04,0.41,79.0,33.0,5.8,1188.0,M,
4697,2010.0,Misc,0.19,0.15,0.0,0.06,0.41,76.0,41.0,6.3,24.0,T,Sony
4703,2014.0,Racing,0.07,0.26,0.02,0.06,0.41,62.0,19.0,4.1,28.0,E,Sony
4706,2012.0,Shooter,0.2,0.18,0.0,0.03,0.41,81.0,31.0,6.9,228.0,M,Nintendo
4717,2011.0,Sports,0.15,0.22,0.0,0.04,0.41,84.0,54.0,8.2,70.0,E,Microsoft
4736,2014.0,Shooter,0.15,0.23,0.0,0.03,0.41,78.0,18.0,4.5,1136.0,M,
4742,2011.0,Fighting,0.16,0.18,0.0,0.07,0.41,75.0,51.0,6.4,36.0,T,Sony
4743,2010.0,Misc,0.24,0.13,0.0,0.04,0.41,75.0,54.0,6.6,32.0,T,Microsoft
4744,2010.0,Action,0.19,0.18,0.0,0.04,0.41,56.0,6.0,6.0,4.0,E10+,Nintendo
4745,2012.0,Shooter,0.18,0.15,0.02,0.06,0.41,60.0,63.0,6.8,245.0,M,Sony
4750,2011.0,Simulation,0.3,0.08,0.0,0.03,0.41,66.0,11.0,7.5,4.0,E,Microsoft
4751,2010.0,Fighting,0.21,0.07,0.09,0.04,0.41,87.0,29.0,8.0,65.0,T,Sony
4752,2011.0,Shooter,0.18,0.17,0.0,0.06,0.41,54.0,48.0,5.7,1183.0,M,
4760,2010.0,Action,0.21,0.15,0.0,0.04,0.4,43.0,51.0,5.6,70.0,T,Microsoft
4766,2010.0,Sports,0.36,0.02,0.0,0.02,0.4,79.0,43.0,8.5,20.0,E,Nintendo
4770,2015.0,Role-Playing,0.17,0.15,0.02,0.06,0.4,72.0,59.0,6.8,315.0,T,Sony
4771,2013.0,Adventure,0.31,0.01,0.03,0.06,0.4,93.0,4.0,9.0,255.0,M,Sony
4786,2016.0,Adventure,0.15,0.15,0.03,0.06,0.4,85.0,23.0,8.6,672.0,M,Sony
4793,2013.0,Action,0.19,0.1,0.08,0.03,0.4,78.0,75.0,8.5,495.0,T,Nintendo
4798,2012.0,Action,0.18,0.12,0.06,0.05,0.4,71.0,39.0,7.4,169.0,T,Sony
4809,2013.0,Sports,0.01,0.36,0.0,0.03,0.4,87.0,6.0,4.6,441.0,E,
4813,2012.0,Role-Playing,0.2,0.01,0.16,0.03,0.4,66.0,21.0,7.8,111.0,T,Sony
4815,2011.0,Shooter,0.26,0.1,0.0,0.04,0.4,77.0,60.0,8.1,40.0,T,Microsoft
4821,2012.0,Action,0.02,0.31,0.0,0.07,0.4,86.0,7.0,6.6,286.0,E,
4833,2010.0,Action,0.17,0.17,0.0,0.05,0.4,77.0,46.0,7.9,1238.0,M,
4866,2012.0,Action,0.2,0.16,0.0,0.03,0.39,61.0,4.0,7.6,10.0,E10+,Nintendo
4868,2010.0,Action,0.2,0.11,0.04,0.03,0.39,84.0,68.0,8.8,184.0,M,Nintendo
4875,2011.0,Sports,0.14,0.0,0.25,0.01,0.39,69.0,9.0,7.0,8.0,E,Nintendo
4877,2012.0,Simulation,0.09,0.04,0.24,0.02,0.39,65.0,26.0,7.3,47.0,T,Sony
4880,2010.0,Role-Playing,0.01,0.32,0.0,0.06,0.39,94.0,55.0,8.8,3559.0,M,
4881,2010.0,Action,0.13,0.2,0.0,0.07,0.39,38.0,27.0,2.8,23.0,T,Sony
4883,2012.0,Role-Playing,0.18,0.04,0.15,0.02,0.39,70.0,53.0,7.3,146.0,T,Nintendo
4884,2010.0,Sports,0.22,0.12,0.0,0.06,0.39,71.0,33.0,5.7,14.0,E,Sony
4888,2010.0,Sports,0.27,0.09,0.0,0.03,0.39,75.0,30.0,7.0,24.0,E,Microsoft
4893,2011.0,Sports,0.36,0.01,0.0,0.03,0.39,49.0,18.0,5.3,16.0,E,Nintendo
4899,2012.0,Action,0.19,0.14,0.0,0.06,0.39,77.0,32.0,8.2,87.0,T,Sony
4900,2010.0,Role-Playing,0.23,0.12,0.0,0.04,0.39,63.0,68.0,7.2,201.0,M,Microsoft
4905,2011.0,Strategy,0.25,0.06,0.05,0.03,0.39,44.0,18.0,5.3,9.0,E10+,Nintendo
4913,2016.0,Adventure,0.18,0.15,0.0,0.07,0.39,72.0,49.0,8.0,68.0,M,Sony
4915,2013.0,Platform,0.23,0.12,0.01,0.03,0.39,63.0,64.0,7.3,461.0,E10+,Nintendo
4917,2013.0,Platform,0.2,0.12,0.0,0.06,0.39,79.0,7.0,5.2,45.0,E10+,Sony
4918,2010.0,Action,0.14,0.18,0.0,0.07,0.39,41.0,28.0,5.2,36.0,T,Sony
4924,2010.0,Misc,0.16,0.17,0.0,0.06,0.39,64.0,11.0,6.1,9.0,E,Sony
4932,2012.0,Shooter,0.24,0.11,0.0,0.03,0.39,80.0,71.0,7.5,219.0,M,Microsoft
4944,2014.0,Misc,0.19,0.13,0.0,0.07,0.39,72.0,8.0,5.8,32.0,E10+,Sony
4946,2011.0,Action,0.12,0.05,0.2,0.01,0.39,61.0,30.0,7.7,35.0,T,Nintendo
4952,2013.0,Action,0.05,0.04,0.28,0.01,0.39,75.0,5.0,7.6,26.0,T,Nintendo
4953,2010.0,Sports,0.18,0.16,0.0,0.04,0.39,68.0,21.0,5.4,9.0,E,Microsoft
4955,2011.0,Shooter,0.18,0.16,0.01,0.04,0.39,71.0,74.0,7.0,77.0,M,Microsoft
4957,2011.0,Role-Playing,0.17,0.13,0.03,0.05,0.39,71.0,52.0,6.3,86.0,T,Sony
4967,2013.0,Simulation,0.22,0.13,0.0,0.04,0.38,33.0,12.0,6.2,30.0,E,Microsoft
4975,2011.0,Role-Playing,0.28,0.01,0.06,0.03,0.38,78.0,27.0,8.2,97.0,T,Nintendo
4988,2015.0,Misc,0.26,0.05,0.0,0.07,0.38,78.0,51.0,6.3,87.0,T,Sony
5000,2016.0,Shooter,0.11,0.24,0.0,0.03,0.38,88.0,54.0,7.6,1137.0,M,
5002,2012.0,Action,0.15,0.11,0.1,0.02,0.38,78.0,46.0,7.8,167.0,M,Nintendo
5008,2016.0,Role-Playing,0.11,0.21,0.0,0.06,0.38,84.0,59.0,7.6,511.0,M,Sony
5018,2011.0,Action,0.16,0.16,0.0,0.06,0.38,84.0,22.0,8.1,1263.0,M,
5019,2010.0,Adventure,0.17,0.07,0.12,0.02,0.38,83.0,60.0,9.0,127.0,T,Nintendo
5029,2010.0,Sports,0.15,0.16,0.0,0.07,0.38,73.0,4.0,5.8,4.0,E,Sony
5056,2011.0,Sports,0.11,0.13,0.11,0.02,0.38,73.0,43.0,6.7,18.0,E,Nintendo
5057,2013.0,Misc,0.17,0.14,0.0,0.06,0.38,77.0,6.0,7.1,25.0,E10+,Sony
5058,2014.0,Sports,0.17,0.14,0.04,0.03,0.38,68.0,21.0,7.0,106.0,E10+,Nintendo
5063,2012.0,Action,0.22,0.12,0.0,0.03,0.37,80.0,8.0,6.9,22.0,E10+,Nintendo
